"Origin Movement ID","Origin Display Name","Destination Movement ID","Destination Display Name","Date Range","Mean Travel Time (Seconds)","Range - Lower Bound Travel Time (Seconds)","Range - Upper Bound Travel Time (Seconds)"
"50","Saraswati Marg, Babarpur Village, Babarpur, Delhi","3","Unnamed Road, Mahipalpur, New Delhi","11/4/2016 - 11/4/2016, Every day, AM Peak",4547,3803,5436
"50","Saraswati Marg, Babarpur Village, Babarpur, Delhi","9","Mahatma Jyothi Rao Phule Marg, Mahatma Jyoti Rao Phule Marg Area, New Delhi","11/4/2016 - 11/4/2016, Every day, AM Peak",2806,2114,3722
"50","Saraswati Marg, Babarpur Village, Babarpur, Delhi","11","Mother Teresa Crescent, Talkatora Garden, Central Ridge Reserve Forest, New Delhi","11/4/2016 - 11/4/2016, Every day, AM Peak",3869,3105,4820
"50","Saraswati Marg, Babarpur Village, Babarpur, Delhi","13","10, Aurangzeb Road, New Delhi","11/4/2016 - 11/4/2016, Every day, AM Peak",3128,2351,4161
"50","Saraswati Marg, Babarpur Village, Babarpur, Delhi","16","Andre Malraux Marg, Ramnagar, Chanakyapuri, New Delhi","11/4/2016 - 11/4/2016, Every day, AM Peak",3848,3077,4811
"50","Saraswati Marg, Babarpur Village, Babarpur, Delhi","34","5/3, East Nathu Colony, GTB Enclave, Dilshad Garden, Delhi","11/4/2016 - 11/4/2016, Every day, AM Peak",762,532,1090
"50","Saraswati Marg, Babarpur Village, Babarpur, Delhi","38","526, Sakdarpur, Shahdara, Delhi","11/4/2016 - 11/4/2016, Every day, AM Peak",336,112,1007
"50","Saraswati Marg, Babarpur Village, Babarpur, Delhi","39","nullGali Number 16, West Jyoti Nagar, Ashok Nagar Mandoli, Ashok Nagar, Shahdara, Delhi","11/4/2016 - 11/4/2016, Every day, AM Peak",300,185,486
"50","Saraswati Marg, Babarpur Village, Babarpur, Delhi","40","Gali Saini Tent, Ram Nagar, Shahdara, Delhi","11/4/2016 - 11/4/2016, Every day, AM Peak",528,234,1186
"50","Saraswati Marg, Babarpur Village, Babarpur, Delhi","41","Lala Raghubar Dayal Marg, Phase 4, Block B, Subhash Park, Shahdara, Delhi","11/4/2016 - 11/4/2016, Every day, AM Peak",641,403,1017
"50","Saraswati Marg, Babarpur Village, Babarpur, Delhi","42","Street Number 30/6, New Seelampur, Chauhan Banger, Shahdara, Delhi","11/4/2016 - 11/4/2016, Every day, AM Peak",597,316,1125
"50","Saraswati Marg, Babarpur Village, Babarpur, Delhi","43","A537, New Seelampur Phase II, New Seelampur, Shahdara, Delhi","11/4/2016 - 11/4/2016, Every day, AM Peak",892,484,1643
"50","Saraswati Marg, Babarpur Village, Babarpur, Delhi","44","100 Maujpur Main Road, Maujpur, Shahdara, Delhi","11/4/2016 - 11/4/2016, Every day, AM Peak",261,105,645
"50","Saraswati Marg, Babarpur Village, Babarpur, Delhi","48","Kardam Marg, Block B, Kabir Nagar, Shahdara, Delhi","11/4/2016 - 11/4/2016, Every day, AM Peak",303,128,716
"50","Saraswati Marg, Babarpur Village, Babarpur, Delhi","49","1/10068, New Jaffrabad, Shahdara, Delhi","11/4/2016 - 11/4/2016, Every day, AM Peak",346,170,702
"50","Saraswati Marg, Babarpur Village, Babarpur, Delhi","61","Unnamed Road, National Zoological Park, Sundar Nagar, New Delhi","11/4/2016 - 11/4/2016, Every day, AM Peak",2693,1988,3646
"50","Saraswati Marg, Babarpur Village, Babarpur, Delhi","70","G288, Sector 3, Block G, Nanak Pura, South Moti Bagh, New Delhi","11/4/2016 - 11/4/2016, Every day, AM Peak",4183,3399,5147
"50","Saraswati Marg, Babarpur Village, Babarpur, Delhi","114","9/434, Gandhi Nagar, Seelampur, Shahdara, Delhi","11/4/2016 - 11/4/2016, Every day, AM Peak",1563,1004,2431
"50","Saraswati Marg, Babarpur Village, Babarpur, Delhi","116","9/5284, Shanti Mohalla, Seelampur, Shahdara, Delhi","11/4/2016 - 11/4/2016, Every day, AM Peak",1059,630,1778
"50","Saraswati Marg, Babarpur Village, Babarpur, Delhi","119","81, Zulfe Bengal, Dilshad Garden, Delhi","11/4/2016 - 11/4/2016, Every day, AM Peak",1092,842,1414
"50","Saraswati Marg, Babarpur Village, Babarpur, Delhi","188","12/188, Shastri Nagar, Geeta Colony, New Delhi","11/4/2016 - 11/4/2016, Every day, AM Peak",1772,1178,2664
"50","Saraswati Marg, Babarpur Village, Babarpur, Delhi","189","F22, Block F, Krishna Nagar, Delhi","11/4/2016 - 11/4/2016, Every day, AM Peak",1769,1164,2686
"50","Saraswati Marg, Babarpur Village, Babarpur, Delhi","190","F-33, Block F, Preet Vihar, Delhi","11/4/2016 - 11/4/2016, Every day, AM Peak",1604,1296,1984
"50","Saraswati Marg, Babarpur Village, Babarpur, Delhi","191","0 Hasanpur, I.P.Extension, Patparganj, Delhi","11/4/2016 - 11/4/2016, Every day, AM Peak",1996,1610,2473
"50","Saraswati Marg, Babarpur Village, Babarpur, Delhi","193","Unnamed Road, Usmanpur, Shahdara, Delhi","11/4/2016 - 11/4/2016, Every day, AM Peak",2000,1356,2949
"50","Saraswati Marg, Babarpur Village, Babarpur, Delhi","264","Noida Link Road, Nehru Enclave, Shakarpur Khas, New Delhi","11/4/2016 - 11/4/2016, Every day, AM Peak",1870,1329,2629
"50","Saraswati Marg, Babarpur Village, Babarpur, Delhi","265","0 Lane Number 8, Krishan Kunj Extension Part 2, Block G, Vishwakarma Park, Laxmi Nagar, Delhi","11/4/2016 - 11/4/2016, Every day, AM Peak",1761,1189,2606
"50","Saraswati Marg, Babarpur Village, Babarpur, Delhi","266","Yamuna Marginal Bandh Marg, Block A, Shastri Park, Jagjit Nagar, New Delhi","11/4/2016 - 11/4/2016, Every day, AM Peak",1392,877,2209
"50","Saraswati Marg, Babarpur Village, Babarpur, Delhi","282","Velodrome Road, Gandhi Smriti, Raj Ghat, New Delhi","11/4/2016 - 11/4/2016, Every day, AM Peak",2368,1675,3346
